ILMN_1753370 ILMN_1735591 ILMN_1776936 ILMN_1669928 ILMN_1697905 ILMN_1699727 ILMN_1760246 ILMN_1653836 ILMN_1775121 ILMN_1675632 ILMN_1743219 ILMN_1795561 ILMN_1751561 ILMN_1791270 ILMN_1779241 ILMN_1690179 ILMN_1668652 ILMN_1676728 ILMN_1654289 ILMN_1697268 ILMN_1719468 ILMN_1729217 ILMN_1728517 ILMN_1789627 ILMN_1679746 ILMN_1716869 ILMN_1717381 ILMN_1776516 ILMN_1789505 ILMN_1682572 ILMN_1770479 ILMN_1753269 ILMN_1798663 ILMN_1763228 ILMN_1809636 ILMN_1785141 ILMN_1786310 ILMN_1733627 ILMN_1814221 ILMN_1729879 ILMN_1810100 ILMN_1784110 ILMN_1739812 ILMN_1717477 ILMN_1815522 ILMN_1753278 ILMN_1707265 ILMN_1695271 ILMN_1737484 ILMN_1795839 ILMN_1720513 ILMN_1780222 ILMN_1714445 ILMN_1698846 ILMN_1782259 ILMN_1791371 ILMN_1733860 ILMN_1683470 ILMN_1681234 ILMN_1683263 ILMN_1712913 ILMN_1784283
cg13985639 0.418941 0.551604 0.620255 0.561891 0.469361 0.449819 0.527004 0.467491 0.31402 0.533398 0.570637 0.506849 0.51019 0.535386 0.604606 0.536957 0.561526 0.52621 0.498573 0.535493 0.25401 0.418412 0.48479 0.534166 0.497104 0.559069 0.456467 0.455796 0.560429 0.194878 0.482845 0.535098 0.630635 0.571875 0.50455 0.619739 0.527757 0.524127 0.567845 0.536461 0.458583 0.493969 0.468082 0.54927 0.5761 0.585924 0.555217 0.530547 0.535453 0.438369 0.481178 0.531821 0.513671 0.614931 0.545217 0.551379 0.510662 0.539549 0.504697 0.56787 0.509177 0.553921
cg14399060 0.5275 0.62436 0.713271 0.640813 0.573792 0.540598 0.613364 0.594838 0.200524 0.614798 0.646117 0.601709 0.61284 0.609548 0.654376 0.548964 0.659109 0.624164 0.560563 0.587854 0.284083 0.504484 0.59806 0.606939 0.582083 0.662336 0.556318 0.541761 0.594266 0.120842 0.572927 0.629495 0.739172 0.642018 0.514288 0.601367 0.599708 0.583353 0.640459 0.641438 0.554769 0.553586 0.576822 0.510283 0.627866 0.65743 0.625424 0.521718 0.539406 0.416057 0.470426 0.6134 0.596506 0.653277 0.576287 0.627043 0.603981 0.634671 0.59036 0.657002 0.610071 0.652043
cg14607011 0.225353 0.277099 0.356759 0.303186 0.260553 0.249048 0.287604 0.253124 0.473535 0.37095 0.277074 0.260338 0.258496 0.299549 0.298765 0.277747 0.289789 0.284786 0.414756 0.378883 0.181824 0.233059 0.264901 0.24992 0.279701 0.305605 0.340909 0.251693 0.390067 0.445134 0.277437 0.289693 0.342494 0.319553 0.400088 0.438465 0.274801 0.361684 0.435759 0.313375 0.253168 0.335227 0.238676 0.476758 0.437371 0.331617 0.270342 0.539969 0.303967 0.509705 0.468735 0.375063 0.33386 0.437127 0.397764 0.29355 0.360905 0.296793 0.258853 0.295808 0.262571 0.349787
cg14726637 0.484824 0.529371 0.600618 0.539539 0.492714 0.479012 0.546687 0.511208 0.15302 0.530859 0.556793 0.514191 0.525789 0.485783 0.555296 0.467854 0.560173 0.499103 0.518579 0.491781 0.249307 0.445545 0.510176 0.464049 0.511358 0.527873 0.511298 0.48076 0.548782 0.121201 0.500399 0.525207 0.623825 0.545498 0.444657 0.51797 0.435452 0.512457 0.584516 0.507489 0.488592 0.45521 0.498779 0.448843 0.62497 0.571694 0.555409 0.438131 0.438101 0.365317 0.394379 0.52709 0.511673 0.549877 0.478216 0.531929 0.465912 0.532025 0.476269 0.502671 0.538858 0.554936
cg15296858 0.432607 0.560868 0.618912 0.556042 0.48626 0.473202 0.552041 0.499073 0.21274 0.554943 0.591057 0.516788 0.515371 0.561618 0.603312 0.536582 0.576564 0.542843 0.481339 0.544851 0.241669 0.434746 0.51268 0.565573 0.506234 0.563905 0.484486 0.460924 0.542944 0.130154 0.504098 0.55126 0.661401 0.59441 0.505857 0.582822 0.521207 0.513426 0.558458 0.550998 0.485962 0.502933 0.491589 0.484159 0.557142 0.588495 0.590008 0.467381 0.540288 0.413103 0.440022 0.528841 0.52769 0.595511 0.542034 0.560937 0.493833 0.564262 0.521776 0.603553 0.533219 0.579697
cg15383087 0.432276 0.531567 0.622288 0.544908 0.459296 0.443757 0.523437 0.467027 0.354865 0.549008 0.549946 0.493507 0.498635 0.498233 0.579761 0.505663 0.538317 0.50473 0.527289 0.541526 0.264963 0.413263 0.491256 0.489903 0.51965 0.543446 0.501699 0.453357 0.575024 0.295881 0.484299 0.522103 0.638691 0.552365 0.539093 0.613365 0.491706 0.535457 0.598103 0.516064 0.465567 0.516806 0.460412 0.560284 0.592514 0.566756 0.539795 0.557724 0.50568 0.499712 0.533349 0.535601 0.544972 0.616738 0.535976 0.533062 0.526696 0.541797 0.480433 0.546915 0.495682 0.583575
cg15582789 0.533025 0.471348 0.496277 0.449766 0.62658 0.563241 0.48637 0.616373 0.143524 0.406296 0.520693 0.557729 0.609953 0.383978 0.459659 0.363213 0.577507 0.420488 0.34508 0.377265 0.17386 0.571649 0.566115 0.405691 0.447241 0.441137 0.384158 0.68058 0.428232 0.07753 0.607528 0.467497 0.524771 0.419471 0.326406 0.407798 0.380836 0.39517 0.442189 0.41713 0.579638 0.361095 0.565132 0.341996 0.435544 0.469046 0.49974 0.315306 0.345568 0.275234 0.29634 0.402722 0.423821 0.442792 0.370347 0.617451 0.386461 0.462269 0.413429 0.416386 0.540392 0.426614
cg15733507 0.562949 0.478086 0.497674 0.450204 0.596659 0.540323 0.508443 0.575909 0.126189 0.431208 0.500778 0.54539 0.58711 0.390297 0.457011 0.358519 0.549561 0.428734 0.38844 0.396073 0.198944 0.520622 0.558248 0.409589 0.45778 0.444011 0.430119 0.610003 0.427921 0.068335 0.570691 0.460347 0.519734 0.428165 0.345714 0.409125 0.375966 0.426005 0.452487 0.414648 0.556424 0.371376 0.54517 0.341768 0.462381 0.471555 0.471806 0.317285 0.343228 0.281274 0.288908 0.413104 0.442729 0.450144 0.375296 0.584469 0.393381 0.464525 0.440145 0.410689 0.556825 0.446257
cg16097772 0.315457 0.382044 0.47234 0.399477 0.353981 0.338621 0.377615 0.35965 0.42243 0.454509 0.393328 0.363342 0.367936 0.40115 0.412393 0.349191 0.407789 0.389369 0.462633 0.446066 0.235118 0.312731 0.358631 0.363269 0.374241 0.41079 0.398124 0.345475 0.463274 0.363935 0.366544 0.389761 0.46755 0.419977 0.466521 0.495426 0.362327 0.433017 0.493434 0.409407 0.333332 0.399597 0.347107 0.477575 0.505271 0.421444 0.383574 0.536044 0.383975 0.541813 0.534546 0.470102 0.405792 0.524514 0.456588 0.394474 0.406279 0.38807 0.365332 0.409925 0.366829 0.45747
cg17095797 0.50498 0.465275 0.476764 0.459771 0.633486 0.582913 0.47609 0.622133 0.105924 0.385564 0.533019 0.567841 0.605561 0.40256 0.466793 0.37007 0.58783 0.429855 0.32558 0.383188 0.145931 0.612085 0.560152 0.417688 0.425421 0.433736 0.344148 0.684564 0.404484 0.082611 0.643863 0.438145 0.534616 0.412667 0.2936 0.400296 0.387766 0.365116 0.426997 0.425362 0.575305 0.333403 0.566649 0.325345 0.413107 0.471229 0.526576 0.314892 0.328301 0.247725 0.276267 0.386753 0.41144 0.427492 0.365076 0.647762 0.375563 0.442946 0.418736 0.420433 0.54216 0.404148
cg17420360 0.53414 0.636848 0.723846 0.650784 0.556658 0.532826 0.635519 0.578825 0.320801 0.63485 0.643115 0.599305 0.604125 0.608506 0.671292 0.573796 0.641949 0.614803 0.598969 0.633351 0.296325 0.510702 0.600683 0.603574 0.594728 0.657277 0.581467 0.543177 0.637672 0.246094 0.579501 0.615109 0.736247 0.659905 0.596386 0.672392 0.578165 0.61054 0.680199 0.629289 0.569039 0.594798 0.554692 0.602627 0.680878 0.670428 0.63021 0.595079 0.595412 0.528561 0.557367 0.623847 0.630234 0.706356 0.615524 0.645037 0.589456 0.641318 0.58397 0.657555 0.612964 0.66699
cg17532978 0.423341 0.506569 0.595805 0.519567 0.434972 0.421707 0.510923 0.434582 0.293333 0.537788 0.524892 0.472198 0.476741 0.469613 0.544968 0.46093 0.515183 0.487656 0.533351 0.508557 0.294845 0.387445 0.470269 0.464694 0.512679 0.51874 0.500467 0.41853 0.551129 0.252896 0.45013 0.501262 0.605009 0.513883 0.505058 0.563606 0.455913 0.527309 0.584652 0.495439 0.43159 0.485798 0.438767 0.511448 0.606102 0.543615 0.501248 0.535542 0.45251 0.481926 0.4924 0.52539 0.526504 0.585322 0.501737 0.501509 0.497946 0.526033 0.475648 0.498446 0.482081 0.558759
cg18345635 0.31196 0.382031 0.458152 0.388565 0.346121 0.324875 0.392112 0.348503 0.404208 0.446612 0.383751 0.352969 0.355226 0.386971 0.403024 0.346716 0.396216 0.373607 0.48999 0.438695 0.232434 0.31014 0.355636 0.371938 0.365236 0.407229 0.403912 0.328914 0.45669 0.359041 0.358932 0.385904 0.470087 0.414459 0.442045 0.495596 0.346366 0.462917 0.501744 0.401995 0.326905 0.388727 0.332066 0.496086 0.524396 0.439729 0.366206 0.557152 0.380931 0.495755 0.519315 0.464126 0.412622 0.513617 0.459566 0.385984 0.409837 0.393982 0.366446 0.391627 0.365559 0.445014
cg18702197 0.560905 0.672228 0.760839 0.686856 0.617998 0.585747 0.662096 0.638827 0.253592 0.666991 0.693751 0.642581 0.652353 0.65228 0.701716 0.594474 0.702549 0.668751 0.603724 0.640776 0.303994 0.54351 0.63125 0.647081 0.623036 0.693977 0.597072 0.587429 0.650037 0.156128 0.616905 0.665197 0.792062 0.694021 0.565911 0.661682 0.621273 0.632483 0.691377 0.677224 0.591089 0.591135 0.622506 0.572257 0.684599 0.708418 0.672271 0.565857 0.585165 0.471103 0.527265 0.664642 0.633524 0.715283 0.63137 0.676157 0.641858 0.671226 0.633512 0.69882 0.656858 0.692468
cg18854666 0.448611 0.551931 0.59225 0.527059 0.483086 0.47571 0.542203 0.495747 0.170029 0.518067 0.568304 0.512054 0.519286 0.49033 0.552912 0.45576 0.554398 0.503288 0.508709 0.51119 0.22093 0.43169 0.483501 0.515752 0.482075 0.529651 0.462061 0.471515 0.520531 0.111545 0.509016 0.520345 0.638366 0.548387 0.432181 0.527745 0.451312 0.519374 0.561742 0.51257 0.496589 0.438681 0.488562 0.445652 0.592249 0.585619 0.548065 0.445864 0.474029 0.359391 0.42787 0.538748 0.4906 0.563236 0.482791 0.542983 0.463493 0.514069 0.496381 0.524002 0.540669 0.531197
cg19258882 0.456323 0.521481 0.604343 0.521543 0.441884 0.427341 0.525607 0.444747 0.213805 0.549053 0.534921 0.484703 0.491008 0.462353 0.540516 0.458729 0.518081 0.488588 0.540678 0.494966 0.269183 0.387898 0.499412 0.464802 0.531333 0.515875 0.544363 0.417494 0.527135 0.180781 0.447978 0.511474 0.594245 0.516939 0.495978 0.520838 0.453214 0.525598 0.573394 0.485425 0.452891 0.510601 0.449747 0.467885 0.585426 0.541697 0.509787 0.475733 0.444196 0.429083 0.421138 0.512306 0.55223 0.550462 0.484387 0.502374 0.482254 0.539634 0.474731 0.506144 0.502191 0.564722
cg19731268 0.245858 0.325211 0.414266 0.346415 0.307407 0.277366 0.318025 0.303543 0.456457 0.395113 0.328541 0.298898 0.305848 0.332376 0.36089 0.325982 0.338087 0.329477 0.424413 0.38087 0.230179 0.256803 0.300871 0.314546 0.318024 0.361614 0.342895 0.300339 0.405855 0.40042 0.295065 0.335487 0.384982 0.357085 0.448521 0.483542 0.342385 0.397134 0.447416 0.359747 0.273225 0.370593 0.28626 0.488583 0.416276 0.352847 0.311215 0.518893 0.352852 0.545864 0.514264 0.399596 0.351515 0.48183 0.425453 0.336927 0.411589 0.341149 0.313818 0.363051 0.299297 0.403022
cg19910382 0.480345 0.557469 0.628649 0.565183 0.492695 0.473083 0.558121 0.51827 0.239851 0.573567 0.550097 0.532247 0.535885 0.546321 0.56818 0.481106 0.581173 0.565469 0.519444 0.547009 0.288501 0.444033 0.524487 0.51031 0.529891 0.577958 0.522725 0.449312 0.565851 0.183853 0.491569 0.549048 0.625409 0.58025 0.475316 0.565549 0.493054 0.558131 0.593168 0.570192 0.473732 0.489938 0.500084 0.490212 0.606067 0.581004 0.524151 0.46879 0.470513 0.43063 0.450344 0.587232 0.534199 0.608265 0.552617 0.542977 0.541692 0.561675 0.537676 0.559203 0.557059 0.584226
cg20483374 0.533195 0.546159 0.603277 0.538449 0.598204 0.559527 0.558356 0.595283 0.130268 0.498686 0.598893 0.571315 0.598159 0.476669 0.572784 0.466876 0.611857 0.508447 0.453494 0.465715 0.215118 0.540724 0.593717 0.485923 0.53768 0.533079 0.468207 0.62708 0.521853 0.072165 0.598194 0.541854 0.632862 0.516267 0.410085 0.503333 0.467706 0.485933 0.545457 0.513806 0.57691 0.449264 0.57434 0.416242 0.54693 0.572401 0.591285 0.384572 0.424253 0.31545 0.356238 0.493922 0.522799 0.535832 0.460844 0.62512 0.474289 0.547532 0.494608 0.508336 0.565116 0.529696
cg20935106 0.51883 0.552384 0.617957 0.552952 0.586218 0.532964 0.557032 0.590178 0.144722 0.509056 0.596547 0.564448 0.583619 0.490658 0.570908 0.465291 0.600162 0.529842 0.475391 0.479872 0.232375 0.529557 0.583805 0.503873 0.521773 0.549571 0.49246 0.599117 0.515065 0.078266 0.583161 0.552613 0.639952 0.533891 0.426352 0.502562 0.489327 0.495262 0.549755 0.52627 0.548663 0.473496 0.568838 0.41718 0.548244 0.58024 0.575281 0.410198 0.440395 0.338672 0.364029 0.503155 0.529905 0.545635 0.471653 0.605931 0.490485 0.562591 0.509522 0.524037 0.563793 0.546867
cg21295467 0.625854 0.603112 0.643426 0.584178 0.704487 0.649361 0.623896 0.695443 0.17702 0.545254 0.650974 0.659239 0.701745 0.508749 0.607462 0.490861 0.682296 0.542845 0.484715 0.51027 0.229455 0.645064 0.668483 0.521092 0.578362 0.571217 0.508971 0.752419 0.562816 0.107794 0.707493 0.585798 0.68801 0.565443 0.446096 0.5466 0.490826 0.519387 0.582871 0.541944 0.683293 0.48274 0.654333 0.463336 0.589318 0.620597 0.649098 0.425412 0.475161 0.363565 0.397737 0.524783 0.56624 0.581199 0.494645 0.727169 0.494012 0.585657 0.517824 0.546357 0.650711 0.56939
cg21366834 0.54664 0.468475 0.474586 0.438178 0.652684 0.588437 0.490498 0.64533 0.11528 0.401239 0.526053 0.545503 0.590989 0.375431 0.445465 0.350354 0.576545 0.401401 0.336603 0.383219 0.14501 0.610543 0.571284 0.410402 0.435404 0.422175 0.374644 0.7196 0.411203 0.090006 0.647395 0.450845 0.520499 0.420733 0.310922 0.391591 0.35962 0.366894 0.419903 0.404244 0.613203 0.347217 0.584648 0.323521 0.413136 0.462629 0.498326 0.312686 0.349781 0.262337 0.282783 0.377822 0.41606 0.417865 0.350851 0.648 0.356733 0.440707 0.403768 0.394642 0.552572 0.41216
cg21375825 0.653875 0.693668 0.743129 0.680356 0.708122 0.670044 0.704781 0.721732 0.163312 0.635449 0.721711 0.711535 0.732916 0.626745 0.699222 0.568033 0.745737 0.654037 0.571011 0.613883 0.278912 0.64778 0.686133 0.619481 0.640161 0.672461 0.588936 0.710633 0.636421 0.101842 0.709186 0.658116 0.792174 0.670438 0.520645 0.626791 0.581443 0.615833 0.674753 0.651264 0.685278 0.562609 0.684645 0.522367 0.684491 0.720169 0.696024 0.501741 0.55829 0.401025 0.454777 0.631236 0.642907 0.670148 0.587705 0.762407 0.587687 0.66941 0.628121 0.644026 0.72622 0.672429
cg21554552 0.436297 0.544378 0.634222 0.572454 0.481253 0.456548 0.525464 0.493838 0.333027 0.557502 0.573947 0.510155 0.514522 0.540566 0.607288 0.54201 0.561474 0.542472 0.525155 0.547889 0.245316 0.427262 0.497165 0.551879 0.504449 0.558411 0.485774 0.470982 0.550755 0.227809 0.500718 0.534976 0.658375 0.58177 0.537522 0.620286 0.531552 0.506965 0.591197 0.549237 0.472629 0.535957 0.472471 0.543551 0.564741 0.590988 0.562929 0.544003 0.554291 0.481884 0.504695 0.539344 0.538988 0.624232 0.544079 0.556963 0.53659 0.555159 0.498984 0.618839 0.514967 0.583267
cg21601405 0.320741 0.392808 0.480364 0.411286 0.350438 0.339106 0.403157 0.354309 0.388501 0.450344 0.403121 0.370246 0.372238 0.402908 0.438184 0.378315 0.411354 0.404007 0.477855 0.440616 0.282804 0.312875 0.369755 0.362023 0.391563 0.437709 0.397527 0.338353 0.491234 0.366988 0.364921 0.394865 0.483272 0.441988 0.459468 0.500074 0.38416 0.452186 0.531817 0.433104 0.337724 0.406335 0.347605 0.50122 0.525245 0.445509 0.389982 0.534675 0.381352 0.492159 0.517031 0.472802 0.431286 0.525154 0.462243 0.396374 0.456442 0.411973 0.368211 0.397772 0.374771 0.456825
cg21736592 0.485354 0.579798 0.671704 0.578525 0.511156 0.488224 0.584276 0.532188 0.251213 0.592598 0.58596 0.548539 0.549942 0.544862 0.600468 0.501815 0.596987 0.566338 0.578233 0.560139 0.297597 0.4512 0.542074 0.533984 0.566273 0.596741 0.556361 0.480255 0.594924 0.203897 0.51854 0.571562 0.66962 0.594689 0.521227 0.590244 0.521222 0.588543 0.640959 0.577136 0.491783 0.531731 0.514737 0.520745 0.650848 0.613769 0.564118 0.54142 0.491559 0.470248 0.489497 0.604249 0.583928 0.629473 0.549766 0.572838 0.569009 0.593931 0.555484 0.567208 0.563196 0.623927
cg22294908 0.581598 0.568659 0.578527 0.551295 0.641044 0.610751 0.587856 0.621713 0.108818 0.491556 0.601577 0.605506 0.644504 0.476309 0.562625 0.455862 0.633454 0.501867 0.422585 0.470036 0.201661 0.600551 0.597335 0.505353 0.514649 0.509897 0.463827 0.665304 0.497533 0.072621 0.664633 0.534255 0.628249 0.52707 0.38984 0.491173 0.44037 0.459642 0.518262 0.494491 0.648482 0.433542 0.60501 0.395072 0.519403 0.569661 0.596005 0.377666 0.443663 0.298827 0.337515 0.466174 0.508646 0.509475 0.437077 0.69938 0.434913 0.53601 0.485367 0.512019 0.619895 0.516985
cg22298088 0.222233 0.31186 0.383611 0.321981 0.295002 0.25955 0.285682 0.279543 0.480965 0.374957 0.307675 0.273192 0.283021 0.319568 0.341263 0.322536 0.312273 0.308859 0.407104 0.362714 0.207686 0.237233 0.286958 0.316255 0.298934 0.332662 0.32036 0.283807 0.36283 0.40541 0.283268 0.310086 0.357281 0.346728 0.437937 0.468375 0.33283 0.347795 0.410198 0.324298 0.261692 0.37657 0.259743 0.479956 0.36093 0.324691 0.282881 0.498548 0.367977 0.532963 0.487384 0.360098 0.339295 0.45868 0.39664 0.318965 0.38599 0.322554 0.282584 0.375613 0.268171 0.384977
cg22467534 0.474525 0.573259 0.670936 0.591179 0.502992 0.480841 0.571107 0.518649 0.313309 0.586708 0.588486 0.544842 0.547809 0.553466 0.621911 0.534673 0.587463 0.569012 0.561815 0.556742 0.301127 0.441246 0.53108 0.547868 0.557068 0.604168 0.539995 0.486967 0.598322 0.251278 0.514312 0.578167 0.673637 0.588138 0.565215 0.623764 0.560377 0.581576 0.641276 0.583865 0.488838 0.564604 0.5047 0.575431 0.632322 0.621506 0.573182 0.571777 0.522597 0.514751 0.531602 0.585399 0.594635 0.647055 0.578691 0.578063 0.585585 0.596207 0.533946 0.579521 0.549707 0.625861
cg22510412 0.258454 0.336069 0.418806 0.349162 0.315712 0.286243 0.322777 0.301038 0.473844 0.404567 0.334911 0.30139 0.309166 0.337401 0.371973 0.337478 0.339907 0.33473 0.450114 0.38779 0.219765 0.259979 0.318516 0.323424 0.331479 0.36456 0.364945 0.305706 0.407976 0.424728 0.306305 0.338038 0.386593 0.367539 0.467877 0.485184 0.342611 0.388433 0.457494 0.348333 0.288362 0.402758 0.289792 0.503817 0.418242 0.362029 0.314946 0.522916 0.367342 0.53955 0.496035 0.391382 0.388339 0.484114 0.421072 0.346874 0.416675 0.352114 0.314113 0.371623 0.303576 0.419778
cg22861316 0.452882 0.536927 0.582568 0.537486 0.46939 0.455883 0.543678 0.484067 0.204084 0.527237 0.539494 0.514013 0.516045 0.512121 0.561787 0.473491 0.541628 0.510805 0.505204 0.51106 0.233165 0.420416 0.493285 0.510649 0.491652 0.527218 0.479033 0.441649 0.521045 0.151105 0.473122 0.51633 0.602527 0.543784 0.461529 0.549341 0.461246 0.513505 0.557802 0.522796 0.475962 0.463628 0.468019 0.473215 0.574151 0.576931 0.530348 0.467892 0.484843 0.388877 0.412304 0.519029 0.530027 0.571423 0.50658 0.539793 0.486773 0.526188 0.503819 0.538524 0.5303 0.543728
cg23002761 0.474194 0.590838 0.665552 0.62121 0.512533 0.503668 0.575172 0.523745 0.192911 0.567314 0.623803 0.555085 0.558535 0.563922 0.645945 0.574961 0.602419 0.578592 0.504906 0.5503 0.260021 0.464934 0.540121 0.561053 0.551915 0.604942 0.501876 0.489774 0.549909 0.110506 0.525836 0.571936 0.6959 0.603557 0.500881 0.594007 0.571524 0.521443 0.584316 0.583616 0.514859 0.532794 0.514644 0.501278 0.576285 0.617226 0.619502 0.47342 0.564934 0.381237 0.422963 0.533887 0.561193 0.606209 0.543233 0.589075 0.551192 0.590205 0.523916 0.61612 0.558687 0.605051
cg23095584 0.358715 0.481009 0.553049 0.495005 0.410081 0.395966 0.462583 0.427329 0.352822 0.49172 0.487203 0.442375 0.438628 0.503407 0.535385 0.477391 0.492106 0.503623 0.443602 0.502642 0.255447 0.364568 0.430454 0.486113 0.439515 0.498475 0.4052 0.388249 0.510375 0.224431 0.417069 0.460743 0.561794 0.531034 0.477351 0.576929 0.462981 0.464422 0.523352 0.491473 0.40584 0.453567 0.40875 0.51253 0.515573 0.518381 0.485067 0.475399 0.512522 0.465703 0.482082 0.493279 0.459035 0.577196 0.518465 0.474095 0.46649 0.484246 0.445293 0.521386 0.447619 0.505629
cg23276115 0.404353 0.478532 0.571919 0.506481 0.405753 0.392294 0.492294 0.420083 0.264106 0.517258 0.487267 0.457788 0.456469 0.460733 0.509818 0.433584 0.488156 0.467072 0.537875 0.483206 0.269835 0.357607 0.449979 0.441241 0.476491 0.510768 0.49364 0.386912 0.531341 0.244285 0.418292 0.496389 0.570624 0.493997 0.48536 0.519132 0.441787 0.522151 0.577109 0.489989 0.403584 0.478961 0.41757 0.492958 0.587859 0.53265 0.473657 0.517236 0.4138 0.451597 0.464902 0.518637 0.513271 0.553828 0.493818 0.470085 0.491343 0.501329 0.451935 0.474931 0.467284 0.532217
cg23769143 0.381046 0.460946 0.560682 0.481928 0.415809 0.394009 0.459444 0.418066 0.403937 0.525363 0.471693 0.436587 0.441023 0.457775 0.495398 0.432076 0.470464 0.455495 0.526616 0.490384 0.26318 0.355337 0.439301 0.431874 0.460145 0.490497 0.492017 0.396678 0.516855 0.356692 0.41282 0.478246 0.538204 0.485189 0.534612 0.560561 0.453789 0.503131 0.566885 0.470556 0.399107 0.492285 0.400509 0.548821 0.552932 0.490658 0.450544 0.561014 0.437215 0.556579 0.54293 0.505696 0.505656 0.582222 0.51256 0.464801 0.504744 0.491089 0.429344 0.490151 0.43744 0.545783
cg24171152 0.492731 0.586545 0.68476 0.605575 0.513441 0.491028 0.587881 0.532874 0.276365 0.590298 0.605 0.554816 0.558252 0.56056 0.629961 0.543404 0.601308 0.564396 0.557163 0.570082 0.299101 0.462835 0.554981 0.540085 0.573946 0.608349 0.545964 0.497968 0.600017 0.216094 0.528217 0.582333 0.688461 0.601943 0.556165 0.614702 0.549583 0.572391 0.628198 0.578556 0.516601 0.565903 0.518602 0.554088 0.6329 0.621933 0.601068 0.540371 0.537839 0.490027 0.502857 0.570247 0.601181 0.641663 0.560048 0.589265 0.559385 0.607254 0.528847 0.596131 0.562442 0.632389
cg24322623 0.366099 0.434361 0.529886 0.44651 0.387253 0.372816 0.437394 0.39041 0.378453 0.495342 0.449554 0.412528 0.41718 0.410066 0.471717 0.404164 0.45277 0.422084 0.512839 0.462204 0.286007 0.343096 0.416612 0.399897 0.457458 0.462495 0.468868 0.378939 0.51378 0.357341 0.398871 0.44107 0.519087 0.450687 0.493751 0.531939 0.414822 0.490843 0.554316 0.44292 0.376662 0.454724 0.38583 0.518443 0.560055 0.471468 0.42616 0.551574 0.39835 0.520858 0.522465 0.494053 0.482505 0.545715 0.480393 0.443748 0.473588 0.468503 0.407297 0.434287 0.418402 0.511762
cg25239996 0.399354 0.472403 0.573096 0.496136 0.420175 0.402565 0.48369 0.432754 0.295587 0.506647 0.486526 0.45116 0.45152 0.47437 0.526946 0.443098 0.496193 0.48497 0.508943 0.491621 0.289335 0.364595 0.450826 0.439239 0.46254 0.516669 0.466208 0.403467 0.531201 0.253723 0.4372 0.484802 0.5811 0.511182 0.486238 0.527652 0.471179 0.502015 0.581816 0.508487 0.410918 0.466817 0.422987 0.494907 0.5746 0.528444 0.474486 0.519374 0.427195 0.45859 0.499571 0.524368 0.501392 0.563459 0.497765 0.46999 0.51191 0.499815 0.445083 0.491186 0.460647 0.531603
cg25426743 0.453649 0.56362 0.648807 0.562052 0.509696 0.479348 0.540777 0.53162 0.223939 0.545199 0.581188 0.539166 0.549289 0.533863 0.59344 0.498064 0.58518 0.56731 0.514073 0.537553 0.256584 0.436103 0.515073 0.538726 0.53317 0.59379 0.486407 0.481938 0.538546 0.127878 0.508259 0.560233 0.681655 0.571042 0.478128 0.563406 0.546256 0.535409 0.58781 0.58523 0.482036 0.500942 0.50278 0.482717 0.575159 0.595658 0.553043 0.482761 0.488461 0.389849 0.452147 0.574182 0.53017 0.593457 0.526233 0.550598 0.547003 0.566207 0.520788 0.576853 0.540375 0.58909
cg25443975 0.530669 0.549764 0.596681 0.530859 0.529789 0.500616 0.562978 0.536406 0.13308 0.506257 0.567882 0.551123 0.569732 0.474532 0.547528 0.447093 0.570744 0.499463 0.464882 0.488135 0.242251 0.481976 0.556626 0.485324 0.527206 0.529904 0.48006 0.536942 0.504013 0.080979 0.544382 0.527814 0.627939 0.523322 0.416215 0.490603 0.456853 0.491039 0.530129 0.491956 0.540965 0.458378 0.51624 0.405166 0.542886 0.549124 0.554147 0.404562 0.449428 0.341711 0.359768 0.484506 0.52602 0.524189 0.442277 0.595664 0.450036 0.546297 0.489995 0.516746 0.564394 0.537545
cg25476145 0.497953 0.42225 0.435564 0.397851 0.626931 0.564732 0.435168 0.626846 0.130142 0.346099 0.484244 0.519513 0.568958 0.351951 0.426163 0.33513 0.55787 0.378247 0.290762 0.330649 0.135468 0.606145 0.539801 0.342999 0.398443 0.389323 0.311233 0.698004 0.385962 0.081836 0.636053 0.416204 0.485454 0.375627 0.279981 0.370958 0.339164 0.327645 0.390251 0.380411 0.573614 0.30558 0.5563 0.31321 0.380325 0.437495 0.487649 0.283758 0.301687 0.242495 0.274075 0.346823 0.37528 0.393535 0.333243 0.606931 0.338026 0.402851 0.3523 0.355013 0.490206 0.366911
cg25737836 0.483685 0.54964 0.6131 0.549708 0.54848 0.525206 0.57015 0.56645 0.132799 0.51885 0.583727 0.563759 0.583145 0.501487 0.573824 0.469254 0.594419 0.529961 0.45341 0.502024 0.229721 0.496777 0.548899 0.506866 0.530507 0.545257 0.462494 0.549873 0.511578 0.075912 0.563416 0.521875 0.645509 0.53756 0.41902 0.513159 0.483796 0.488337 0.543992 0.526362 0.522761 0.451366 0.511742 0.43255 0.553929 0.583203 0.582383 0.401187 0.450685 0.318982 0.36195 0.505499 0.524818 0.542227 0.469862 0.613656 0.465697 0.548181 0.507234 0.535994 0.561506 0.553247
